Family_ID,Publication_Numbers,Compound,Relevance_Class,Therapeutic_Application,Formulation,Drug_Delivery,Combination_Therapy,Diagnostic_Application,Manufacturing,Chemical_Modification,Conjugation,Purification_Isolation,Other_Application,Evidence,Confidence,Human_Review
59631857,ES-2951552-T3,Brentuximab vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a ~20-item antibody list as an alternative targeting moiety option for the claimed immunomodulatory polypeptide platform.,High,No
49483867,ES-2861393-T3,Brentuximab vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Brentuximab vedotin appears only in a ~10-item list of cancer-targeted antibodies usable as the ""immunotherapy"" combined with the claimed bardoxolone methyl derivative.",High,No
47720472,ES-2806678-T3,Brentuximab vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in an extremely long (~200+) generic list of antibody-class therapeutic proteins the claimed mRNA histone-stem-loop expression platform could encode.,High,No
63490700,ES-2948287-T3,Brentuximab vedotin,Incidental Mention,No,No,No,Yes(borderline),No,No,No,No,No,,"Brentuximab vedotin is named as an example within the ""ADC"" combination-therapy category (one of 5 therapy classes: chemo/targeted/ADC/immunotherapy/CAR-T) that may be combined with the claimed Bcl-2 inhibitor; more specific than a pure background list but still one example among many, not the focus of the invention.",Medium,Yes
63350601,ES-2978397-T3,Brentuximab vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in an extremely long (~150+) generic antibody-name list illustrating sample types for the claimed real-time glycan-assay system; unrelated invention (analytical instrumentation).,High,No
63350600,ES-2978396-T3,Brentuximab vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Same ~150+-item generic antibody list as family 63350601, in a sister patent on real-time mass-spectrometry sample preparation; unrelated invention.",High,No
63036509,ES-3002968-T3,Brentuximab vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a very long generic list of antibody drugs as one dosing-combination option for the claimed NLRP3-modulator compounds; unrelated core invention.,High,No
50977393,ES-2727686-T3,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a ~20-item list of chemotherapeutic agents that can be combined with the claimed bromelain/NAC mucin-disease composition; not the invention's focus.,High,No
22753683,ES-2303527-T3,"Cytarabine, Vidarabine (MULTIPLE)",Incidental Mention,No,No,No,No,No,No,No,No,No,,Both cytarabine and vidarabine appear only within an extremely long (~250+) generic list of pharmaceutical substrates that could be processed by the claimed media-milling/particle-size-reduction method; unrelated core invention (mechanical/formulation process).,High,No
89854723,ES-2958818-A1,Trabectedin,Indirectly Relevant,Yes,No,No,Yes,No,No,No,No,No,,"Trabectedin is named as one of 11 DNA-alkylating agents that may be added to the claimed cannabinoid + antiangiogenic glioma combination therapy; temozolomide (TMZ) is stated as the preferred alkylator, so trabectedin is a substantive but non-preferred embodiment, not incidental background.",Medium,Yes
39233051,ES-2393762-T3,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in an extremely long (~150+) generic list of anticancer drugs usable as reference compounds in the claimed receptor-ligand-mimetic screening method; unrelated core invention.,High,No
64477081,ES-2711669-A1,Plitidepsin,Indirectly Relevant,No,No,Yes,No,No,No,No,No,No,,"Plitidepsin is named within a long (~60-item) list of hydrophobic anticancer payload candidates for the claimed polysialic-acid nanocapsule drug-delivery system; the invention is explicitly a delivery technology and the compound is one of its named applications, but the list is long enough that plitidepsin is not singled out.",Medium,Yes
54261107,ES-2796903-T3,Polatuzumab vedotin,Directly Relevant,Yes,No,No,Yes,No,No,No,No,No,,Claim 1 specifically claims polatuzumab vedotin (named) in combination with rituximab/obinutuzumab and bendamustine for treating B-cell proliferative disorder; the compound is the central active agent of the claimed method.,High,No
