Family_ID,Publication_Numbers,Compound,Relevance_Class,Therapeutic_Application,Formulation,Drug_Delivery,Combination_Therapy,Diagnostic_Application,Manufacturing,Chemical_Modification,Conjugation,Purification_Isolation,Other_Application,Evidence,Confidence,Human_Review
85703921,WO-2023178181-A1,Enfortumab_vedotin,Indirectly Relevant,No,No,No,Yes,No,No,No,No,No,,"Claim 160 names enfortumab vedotin as one of 4 specifically-listed ADC options (sibling filing/continuation of TW-I834442-B, same pattern) for the claimed IKAROS degrader invention.",Medium,Yes
54261107,CA-3069221-A1,Polatuzumab_vedotin,Directly Relevant,Yes,No,No,Yes,No,No,No,No,No,,Same family as ES-2796903-T3 already classified Directly Relevant in the earlier cc=ES screening: claim 1 specifically claims polatuzumab vedotin in combination with rituximab/obinutuzumab and bendamustine for B-cell proliferative disorder.,High,No
52394341,US-11186650-B2,Polatuzumab_vedotin,Directly Relevant,Yes,No,No,Yes,No,No,No,No,No,,"Multiple parallel dependent claims (15, 31, 48, 64, 76) each specifically add ""administering to the subject polatuzumab vedotin"" as an explicit optional combination step of the claimed bispecific-antibody method; specifically and repeatedly named, not a background list.",High,No
39929686,NO-2020020-I1,Polatuzumab_vedotin,Directly Relevant,Yes,No,No,No,No,No,No,No,No,,"Norwegian SPC filing whose title is exactly ""Polatuzumab vedotin"" -- same SPC pattern as the Enfortumab vedotin filing above.",High,No
pub:HK-40063153-A,HK-40063153-A,Polatuzumab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Appears only in a list of ~15 example antibodies usable in the claimed saponin-conjugate invention; not the invention's focus.,High,No
51587261,IL-249981-B,Polatuzumab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Appears only in an extremely long alphabetical antibody-name list as example content for the claimed Fc-receptor-binding pharmaceutical composition; unrelated core invention.,High,No
45840985,US-20150125443-A1,Polatuzumab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Appears only in an extremely long alphabetical antibody-name list for a combined antibody+endoglycosidase therapeutic-use invention; not singled out.,High,No
67874498,EP-4640714-A2,Polatuzumab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Appears only in a long alphabetical drug list as an example therapy in a viral-disease-risk genetic-test invention; unrelated core invention.,High,No
27052304,LU-91181-I2,Ziconotide,Directly Relevant,Yes,No,No,No,No,No,No,No,No,,"Luxembourg SPC (supplementary protection certificate) filing titled exactly ""Ziconotide... including ziconotide acetate (Prialt)"" -- definitionally about the compound itself.",High,No
pub:AU-2001278045-A1,AU-2001278045-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only as the last item in a ~15-item calcium-channel-blocker list for an unrelated aldosterone-antagonist combination-therapy invention.,High,No
pub:HK-40034124-A,HK-40034124-A,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only in a ~20-item list of peptide active ingredients usable in a generic sustained-release non-aqueous-carrier formulation platform.,High,No
46000314,US-11771695-B2,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only at the end of a long NSAID/analgesic list for a cannabinoid-receptor-modulator invention unrelated to it.,High,No
56092296,CA-2966358-C,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide is one of ~10 named therapeutic peptides (each with its own SEQ ID) usable as cargo for a generic peptide-fusion-partner production platform; not singled out.,Medium,No
43498493,WO-2011060944-A2,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only in a long list of calcium-channel-blocker examples for a polyunsaturated-fatty-acid-ester capsule formulation invention unrelated to it.,High,No
40732263,EP-3184105-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only in a long list of pain-relief active substances usable in an abuse-resistant pharmaceutical composition platform.,High,No
36037053,EP-1797109-B1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only among ~15 alternative multiple-sclerosis drugs usable alongside a claimed polypeptide-mixture composition.,High,No
40636729,US-8062870-B2,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Ziconotide appears only within an extremely long (100+) alphabetical generic drug-name list, for a prodrug-synthesis chemistry invention unrelated to it.",High,No
56974608,US-12296043-B2,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Ziconotide appears only in a ~25-item analgesic list for a ""Liquisoft capsules"" generic formulation platform.",High,No
37199222,US-20060276626-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide acetate is one of ~10 named peptide-acetate products of a generic peptide-production process; not singled out as the invention's subject.,High,No
48900920,CA-2997282-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only in a long (~30-item) local-anesthetic/analgesic list for a flecainide anti-connexin invention unrelated to it.,High,No
22722582,TN-SN01053-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide (branded Ziconotide(R)) named as an example N-type calcium-channel-antagonist analgesic within a ~15-item analgesic list for a nicotine-receptor-agonist composition claim.,Medium,No
53761914,CA-2950469-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only in a ~10-item calcium-channel-antagonist list for a buspirone-metabolite-use invention unrelated to it.,High,No
40823379,US-20110053848-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Ziconotide appears only within a long generic protein/peptide-drug list as an example ""D-H"" component of a generic prodrug-linker-conjugate platform.",High,No
22332446,NZ-505762-A,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide (as code name SNX-111) named as one of ~6 reference compounds in a celecoxib-composition-dosage patent; not the invention's subject.,High,No
39402350,AU-2007319657-B9,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Ziconotide appears only in an extremely long alphabetical registry-style list of biologic/company drug names, for a glycerol-linked pegylated-sugar invention unrelated to it.",High,No
43332838,MA-35576-B1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide named as the example N-type calcium-channel blocker within a multi-class background list of pain-pathway drug classes; not a claimed embodiment.,High,No
74187564,US-20210177802-A1,Eribulin_mesylate,Directly Relevant,Yes,No,Yes,Yes,No,No,No,No,No,,Claims specifically require a liposomal composition of eribulin/eribulin mesylate combined with a PD-1 antagonist for treating specific tumor types.,High,No
pub:IN-349478-B,IN-349478-B,Eribulin_mesylate,Directly Relevant,No,No,No,No,No,Yes,Yes,No,No,,Claims are specifically a method of preparing an intermediate in the synthesis of eribulin (macrocyclization reaction).,High,No
60159748,US-20190111022-A1,Eribulin_mesylate,Directly Relevant,Yes,Yes,Yes,No,No,No,No,No,No,,Claims specifically require a liposome composition comprising eribulin/eribulin mesylate for inhibiting tumor growth across a defined list of cancers.,High,No
51210708,CA-2915005-C,Eribulin_mesylate,Directly Relevant,Yes,No,No,Yes,No,No,No,No,No,,"Title and claim 1 are specifically ""Use of eribulin and lenvatinib as combination therapy for treatment of cancer""; eribulin mesylate specifically claimed.",High,No
50189819,AU-2014200717-A1,Eribulin_mesylate,Directly Relevant,No,Yes,Yes,No,No,Yes,No,No,No,,Claims specifically require a liposome composition containing eribulin/eribulin mesylate and its method of manufacture.,High,No
62710318,US-10865212-B2,Eribulin_mesylate,Directly Relevant,No,No,No,No,No,Yes,Yes,No,No,,Title and claims are specifically about a synthesis intermediate and process for preparing eribulin mesylate (the API of Halaven).,High,No
45879070,US-20140235707-A1,Eribulin_mesylate,Directly Relevant,No,No,No,No,Yes,No,No,No,No,,Title and claims are specifically about biomarker-based methods for predicting/determining whether eribulin will be effective in treating breast cancer.,High,No
pub:IN-201647018392-A,IN-201647018392-A,Eribulin_mesylate,Directly Relevant,No,No,No,No,No,Yes,Yes,No,No,,"Claims are a multi-step method of producing eribulin/eribulin mesylate via specific synthetic intermediates (ER811475, ER076349).",High,No
57113709,US-9975894-B2,Eribulin_mesylate,Incidental Mention,No,No,No,No,No,No,No,No,No,,Eribulin mesylate appears only in a long (~20-item) chemotherapeutic-agent list as one combination option for a heterocyclic-compound invention unrelated to it.,High,No
46000314,US-11771695-B2,Eribulin_mesylate,Incidental Mention,No,No,No,No,No,No,No,No,No,,Eribulin mesylate appears only in a long anticancer-agent list for a cannabinoid-receptor-modulator invention unrelated to it.,High,No
50001255,US-10301280-B2,Eribulin_mesylate,Incidental Mention,No,No,No,No,No,No,No,No,No,,Eribulin mesylate appears only in a long (~20-item) chemotherapeutic-agent list for a kinase-modulation compounds invention unrelated to it.,High,No
47073382,US-20150272945-A1,Eribulin_mesylate,Incidental Mention,No,No,No,No,No,No,No,No,No,,Eribulin mesylate appears only in an extremely long generic chemotherapy-drug list for a masitinib cancer-treatment invention unrelated to it.,High,No
57796966,CA-3007462-C,Eribulin_mesylate,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Same recurring ""kinase modulation"" chemotherapeutic-agent list pattern as US-9975894-B2/US-10301280-B2 (sibling family); eribulin mesylate not singled out.",High,No
58410503,US-20170267660-A1,Eribulin_mesylate,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Same recurring ""kinase modulation"" chemotherapeutic-agent list pattern (sibling family); eribulin mesylate not singled out.",High,No
57942495,CA-2991868-A1,Eribulin_mesylate,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Eribulin mesylate (as ""Halaven"") appears only within an extremely long alphabetical FDA-approved-drug-brand-name list, for a sperm-domain-protein cancer biomarker invention unrelated to it.",High,No
43970340,AU-2010315126-B2,Eribulin_mesylate,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Same recurring ""kinase modulation"" chemotherapeutic-agent list pattern (earliest sibling family); eribulin mesylate not singled out.",High,No
53938468,AU-2015305770-A1,Eribulin_mesylate,Incidental Mention,No,No,No,No,No,No,No,No,No,,Eribulin mesylate appears only in a list of ~15 combination-therapy drug options for an anti-LAG3-antibody invention unrelated to it.,High,No
pub:IN-201827020263-A,IN-201827020263-A,Eribulin_mesylate,Incidental Mention,No,No,No,No,No,No,No,No,No,,Eribulin mesylate appears only in a long combination-drug list for a TIM-3-binding antibody invention unrelated to it.,High,No
70289655,EP-4041194-B1,Trabectedin,Directly Relevant,No,Yes,No,No,No,No,No,No,No,,All claims specifically define compositions/lyophilized formulations of trabectedin with L-arginine at defined weight ratios.,High,No
72266146,EP-4203959-B1,Trabectedin,Directly Relevant,Yes,No,No,Yes,No,No,No,No,No,,Claims specifically require a trabectedin composition administered sequentially with a tTF-NGR protein composition for soft-tissue sarcoma.,High,No
79553361,AU-2021304691-A1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in an extremely long generic alkylating/chemo-agent list for a perborate-salts anti-cancer invention unrelated to it.,High,No
27546594,NO-2008005-I1,Trabectedin,Directly Relevant,Yes,No,No,No,No,No,No,No,No,,"Norwegian SPC filing whose title is exactly ""Trabectedin"" -- definitionally about the compound itself.",High,No
48310576,US-9181277-B2,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a ~20-item combination-therapy chemo-agent list for an aminoquinazoline-derivative invention unrelated to it.,High,No
48014000,EP-2644191-B1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Trabectedin appears only in a ~30-item drug list for a nonwoven-membrane drug-delivery-system platform, not singled out.",High,No
59337521,EP-3409259-A1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same multi-chamber flexible-bag family as seen for Brentuximab vedotin: trabectedin appears only in a ~25-item cytotoxic drug list.,High,No
pub:HK-40081673-A,HK-40081673-A,Trabectedin,Indirectly Relevant,Yes,No,No,No,No,No,No,No,No,,"Claim 6 specifically states ""the CYP3A4 substrate drug is trabectedin"" as its own individually-numbered dependent claim (parallel to similarly individually-claimed ribociclib etc.) within a real method-of-treatment platform, not a background list.",Medium,Yes
52814780,RS-59139-B1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a long generic DNA-modifying-agent list for an ATM-kinase-inhibitor invention unrelated to it.,High,No
58188734,EP-3344286-A1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a ~15-item anti-cancer-agent list combinable with an ovarian-cancer-vaccine invention.,High,No
73289809,US-20220211693-A1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only among ~25 named small-molecule targeted anti-tumor drugs as alternative combination options for a quinoline-derivative soft-tissue-sarcoma invention; not singled out or preferred.,High,No
pub:VN-10019997-B,VN-10019997-B,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in an extremely long alphabetical generic drug-name list for a substituted quinazolinone-salt invention unrelated to it.,High,No
50729442,DK-2994467-T3,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a long generic DNA-modifying-agent list for an arylquinazoline invention unrelated to it.,High,No
38783580,EP-2032989-A2,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a long generic anti-cancer-agent list for an IGFBP2 biomarker invention unrelated to it.,High,No
46000314,US-11771695-B2,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a ~15-item anticancer-agent list for a cannabinoid-receptor-modulator invention unrelated to it.,High,No
50681898,EP-3299019-B1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in an extremely long generic chemotherapy-agent list for a PI3-kinase-modulator invention unrelated to it.,High,No
61027542,US-20210060145-A1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a ~15-item chemotherapeutic-agent list for a dendritic-cell-vaccination invention unrelated to it.,High,No
64267915,US-11802153-B2,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin (Yondelis) appears only among ~10 named agents as one alternative option for an anti-CD47 ovarian-cancer-therapy invention; not singled out.,High,No
55264653,EP-3177595-B1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a long generic anti-cancer-agent list for an autophagy-inhibitor invention unrelated to it.,High,No
58634408,CA-3233159-A1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a ~15-item alkylating-agent list for a subcutaneous anti-CD38 antibody formulation invention unrelated to it.,High,No
67988988,US-20240197731-A1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in an extremely long generic chemotherapy-drug list for a broad therapeutic-compositions invention unrelated to it.,High,No
48628349,EP-3010488-B1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Trabectedin appears only in a small (~8-item) cytostatic-agent list for a stimuli-sensitive nanocarrier system, alongside other standard chemo agents; not singled out or preferred.",High,No
51527915,US-20140271540-A1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in an extremely long alphabetical generic drug-name list for an imidazopyridopyrimidinone-compound invention unrelated to it.,High,No
pub:IN-2015DN08445-A,IN-2015DN08445-A,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in an extremely long alphabetical generic drug-name list for a CRISPR guide-RNA specificity invention entirely unrelated to it.,High,No
65234230,US-20240124523-A1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a long generic chemotherapy-drug list for a nerve-targeting peptide imaging/therapeutic-delivery invention unrelated to it.,High,No
43450336,MY-168762-A,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a ~15-item second-therapeutic-agent list for a chemical-entities invention unrelated to it.,High,No
58695598,EP-3373932-B1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same recurring long generic chemotherapy-drug list pattern (sibling to EP-2958564-B1/EP-3299019-B1) for a crystalline-quinoline-compound invention.,High,No
51351332,EP-2958564-B1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same recurring long generic chemotherapy-drug list pattern for a PI3-kinase-modulator invention (sibling family to EP-3299019-B1).,High,No
89854723,ES-2958818-A1,Trabectedin,Indirectly Relevant,Yes,No,No,Yes,No,No,No,No,No,,Same family already classified in the earlier cc=ES screening: trabectedin named as one of 11 DNA-alkylating agents combinable with the claimed cannabinoid+antiangiogenic glioma therapy (temozolomide stated as preferred).,Medium,Yes
39233051,EP-2089711-B1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same family already classified in the earlier cc=ES screening (as EP-2393762-T3): trabectedin appears only in an extremely long generic anticancer-drug screening-panel list.,High,No
56544441,US-20250084059-A1,Trabectedin + Lurbinectedin (MULTIPLE),Incidental Mention,No,No,No,No,No,No,No,No,No,,"Trabectedin and lurbinectedin both appear only in the same long list of oncology drugs by originating company (background survey), for a crystalline-forms invention unrelated to either.",High,No
48986184,US-20150119587-A1,Trabectedin,Uncertain,No,No,No,No,No,No,No,No,No,,"Trabectedin matched the original text search but was not found anywhere in the pulled claims or first 20,000 characters of description; may be in an untranslated or truncated section.",Low,Yes
65001137,AU-2018299536-B2,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a ~20-item generic chemo-agent list for a substituted-urea-derivative-salt invention unrelated to it.,High,No
51625539,EP-3730146-B1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears among ~9 named agents as one alternative option for a C. novyi solid-tumor-treatment invention; not singled out.,Medium,No
pub:VN-10025922-B,VN-10025922-B,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin (Ecteinascidin 743) appears only in an extremely long alphabetical generic drug-name list for a hyaluronidase-polypeptide invention unrelated to it.,High,No
47470025,HK-1202118-A1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears among 3 named ubiquitin-proteasome-system inhibitors as one combination option for a piperazinyl-derivative cancer invention; not singled out.,High,No
55077927,CA-2952083-C,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same recurring long generic chemotherapy-drug list pattern as sibling substituted-urea-derivative families.,High,No
50028432,BR-112015001528-B1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a long generic combination-drug list for a pharmaceutical compound invention unrelated to it.,High,No
50101591,AU-2018226488-B2,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in an extremely long generic anti-cancer-agent list for a melanoma treatment/diagnosis invention unrelated to it.,High,No
46064554,CA-2818813-C,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a long generic anti-cancer-agent list for an anti-IL-6-antibody oral-mucositis invention unrelated to it.,High,No
pub:HK-40068646-A,HK-40068646-A,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Trabectedin appears only in a long generic DNA-modifying-agent list for an imidazolonylquinoline-compound invention (sibling to RS-59139-B1), unrelated to it.",High,No
55404745,RS-58328-B1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a long generic antineoplastic-agent list for a substituted-diaminoquinoline invention unrelated to it.,High,No
63407234,US-20200281932-A1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in an extremely long alphabetical generic drug-name list for a copanlisib formulation invention unrelated to it.,High,No
57546445,US-11384104-B2,Trabectedin,Incidental Mention,No,No,Yes,No,No,No,No,No,No,,"Trabectedin is one of ~15 named marine-natural-product-class cytotoxic payload candidates (alongside eribulin, duocarmycins) for a generic controlled-drug-release delivery-system invention; not singled out.",Medium,No
53938468,AU-2015305770-A1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same anti-LAG3-antibody family already classified Incidental for Eribulin mesylate: trabectedin appears in the same long generic combination-drug list.,High,No
42099438,EP-2532657-B1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same recurring long generic chemotherapy-drug list pattern as US-9181277-B2 (sibling family).,High,No
41786218,TW-I600652-B,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a long generic anti-cancer-agent list for a Bcl-2-selective apoptosis-inducing-agent invention unrelated to it.,High,No
51982455,FI-3674298-T3,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in a long generic tumour-therapy-agent list for a substituted-indazole-compound invention unrelated to it.,High,No
pub:IN-2014KN01814-A,IN-2014KN01814-A,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin (PharmaMar) appears only in a large generic comparator-drug table for a triazolopyrimidine-derivative invention unrelated to it.,High,No
pub:IN-2014KN01903-A,IN-2014KN01903-A,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Same recurring large generic comparator-drug table pattern as IN-2014KN01814-A (sibling filing), for a furo/thieno-pyridine invention unrelated to it.",High,No
pub:GC-0010846-A,GC-0010846-A,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Trabectedin appears only in an extremely long alphabetical DNA-agent list for a PI3-kinase-related invention unrelated to it.,High,No
62063080,UY-37706-A,Trabectedin,Indirectly Relevant,No,No,No,No,No,No,Yes,No,No,,"Description extensively discusses ET-743/trabectedin as the reference natural-product context, but the claimed formula I is a distinct, generic novel tetrahydroisoquinoline-class compound structurally related to but not identical to trabectedin -- a chemical-derivative relationship, not the compound itself.",Medium,Yes
61830620,AU-2025242182-A1,Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same recurring long generic chemotherapy-drug list pattern (sibling to EP-2958564-B1/EP-3299019-B1/EP-3373932-B1) for an androgen-receptor-degradation PROTAC invention.,High,No
22446872,IL-146055-A,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:IN-308722-B,IN-308722-B,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine is one of 5 named antivirals (acyclovir, valacyclovir, ganciclovir, penciclovir, vidarabine) usable in a germanium-complex-compound invention; a short list but generic ""consisting of"" clause, not preferred.",Medium,No
40259958,US-20110182858-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
32927622,EP-1611238-A2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:IN-295146-B,IN-295146-B,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine is one of ~8 named antivirals in a generic ""second compound"" list for a T-cell cytotoxic-activity composition invention.",High,No
58186382,EP-3344232-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
8235893,CA-2315767-C,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
41222690,CA-2722453-A1,Vidarabine,Indirectly Relevant,Yes,No,No,No,No,No,No,No,No,,"Claim 6 specifically names vidarabine as the ""preferably"" preferred compound for TWO distinct pharmacological sub-mechanisms (ADCY2 modulator, AMPK modulator) within a real Alzheimer's-disease therapeutic composition claim, not a generic undifferentiated list entry.",Medium,Yes
21848134,EP-0934041-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
66173872,AU-2022256094-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
