Family_ID,Publication_Numbers,Compound,Relevance_Class,Therapeutic_Application,Formulation,Drug_Delivery,Combination_Therapy,Diagnostic_Application,Manufacturing,Chemical_Modification,Conjugation,Purification_Isolation,Other_Application,Evidence,Confidence,Human_Review
41061278,EP-2730581-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapy-agent list for boronate ester compounds; unrelated core invention.,High,No
41507667,US-8734846-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine (and ocfosfate form) appear only in a massive (~300+) generic anticancer-agent list for diblock polymer targeting-agent conjugates; unrelated core invention.,High,No
50977496,WO-2014094182-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapy-agent list for non-replicating virus-derived particle compositions; unrelated core invention.,High,No
33303040,US-8779171-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine (and ocfosfate form) appear only within an extremely long generic anticancer-agent list for hydroxamate compounds; unrelated core invention.,High,No
36588652,EP-1824470-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapy list in a lifespan-extension/age-related-disease method patent; unrelated core invention.,High,No
49956483,US-20140227294-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic pyrimidine-antagonist list for prolactin receptor binding protein compositions; unrelated core invention.,High,No
35542135,CA-2572707-C,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapeutic-compound list combinable with annexin-derivative complexes; unrelated core invention.,High,No
49033705,EP-2643030-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only in an extremely long generic drug list for a balloon-catheter surface coating; not singled out among 50+ options, unrelated core invention.",High,No
45004403,US-20150010541-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a generic anti-cancer agent list combinable with histone-deacetylase-inhibitor macrocyclic compounds; unrelated core invention.,High,No
43071846,US-8952178-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic anticancer-agent list for thiophene derivative compounds; unrelated core invention.,High,No
46599095,AU-2011256902-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only in an extremely long generic drug-powder list for polymer coating compositions of controlled morphology; not singled out, unrelated core invention.",High,No
46889006,US-20150231362-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only in an extremely long generic drug list for a balloon-surface coating for valvuloplasty; not singled out, unrelated core invention.",High,No
43732510,US-8980263-B2,Cytarabine,Indirectly Relevant,Yes,No,No,Yes,No,No,No,No,No,,"Claim 1 names cytarabine as one of 9 specifically-named agents in the fixed mLSG15 combination chemotherapy regimen, claimed in combination with an anti-CCR4 antibody for treating a CCR4-expressing cancer; more specific than a generic Markush list (a named, fixed historical regimen) but cytarabine is not singled out as central — borderline.",Medium,Yes
40792133,EP-2857018-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only in a long generic cytotoxic-agent list as one of many possible ""Effector"" moiety options for a prodrug conjugate compound class; unrelated core invention.",High,No
39168056,EP-2425840-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in an extremely long generic chemotherapeutic-agent list for triazine derivative compounds; unrelated core invention.,High,No
43970340,AU-2010315126-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic antimetabolite list for kinase-modulating compounds; unrelated core invention.,High,No
47040974,NZ-616780-A,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapy-agent list for a solid-tumour treatment method; unrelated core invention.,High,No
47073382,US-20150272945-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only in a very long generic oncology-drug list (masitinib patent); not singled out, unrelated core invention.",High,No
37757281,EP-1922094-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only in a long generic bioactive-agent list for lymphatic-targeting delivery devices; not singled out among ~30 options, unrelated core invention.",High,No
36129810,CA-2588921-C,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a generic apoptotic-signal-inducing compound list for IAP pyrrolidine inhibitors; unrelated core invention.,High,No
47470025,HK-1202118-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long categorized generic antimetabolite list for piperazinyl cancer-treatment compounds; unrelated core invention.,High,No
48045015,HK-1205136-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine (Ara-C) appears only in a short co-administered chemotherapeutic-compound list (~9 items) for a CDIM binding protein diagnostic/therapeutic composition; not singled out, unrelated core invention.",High,No
42629445,US-9221882-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long (~25+) generic drug list of possible payloads conjugatable to the claimed proline/alanine random-coil polypeptide; not singled out among many options.,High,No
41793139,TW-I508963-B,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapeutic co-agent list for naphthyridine kinase-inhibitor compounds; unrelated core invention.,High,No
38686743,EP-2966065-A2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a generic pyrimidine-analogue list for AKT-protein-inhibitor cyclopenta-pyrimidine compounds; unrelated core invention.,High,No
44359555,US-9199999-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a generic chemotherapy list for substituted imidazopyrazine compounds; unrelated core invention.,High,No
45003311,US-9249172-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic anticancer-agent list for pyrazole derivative compounds; unrelated core invention.,High,No
37670733,EP-2066679-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapeutic list for disorazole-cell-binding-molecule conjugates; unrelated core invention.,High,No
25157347,CA-2851502-C,Cytarabine,Indirectly Relevant,No,Yes,Yes,No,No,No,No,No,No,,"Dependent claim lists cytarabine as one of 8 named anti-neoplastic drug options usable in a multivesicular-liposome (MVL) neutral-lipid-release-modification formulation — a real drug-delivery platform class (the DepoFoam technology used by liposomal cytarabine/DepoCyt products), shorter and more specific than the typical 20-300 item Markush lists seen elsewhere in this set, but cytarabine is not singled out as the primary embodiment.",Medium,Yes
50630805,US-20160082159-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only in an extremely long generic drug list for a balloon surface coating; not singled out, unrelated core invention.",High,No
43124690,US-9365634-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic oncology-drug list for aprotinin-like delivery polypeptides; unrelated core invention.,High,No
50341876,US-20160166697-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only in a very long generic cancer-drug list in a general ""method of treating cancer"" patent; unrelated core invention.",High,No
42035671,EP-3037529-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine (and liposomal form) appear only in an extremely long generic anticancer-agent list for extended soluble PH20 polypeptides; unrelated core invention.,High,No
36745574,US-9381228-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapeutic/chemopreventative agent list for FKBP-L compositions; unrelated core invention.,High,No
48697493,AU-2016204054-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic antitumor-agent list for an effect-potentiator-for-antitumor-agents patent; unrelated core invention.,High,No
40340343,US-20160220505-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic active-compound list for lipophilic-active-compound compositions; unrelated core invention.,High,No
53003370,EP-3064212-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapeutic list for a Paliurus ramosissimus plant-extract cancer composition; unrelated core invention.,High,No
48696151,US-20160143916-A1,Cytarabine,Indirectly Relevant,Yes,No,No,Yes,No,No,No,No,No,,"Claim narrows the additional therapeutic agent to just 3 specifically named options (cytarabine, bortezomib, 5-azacitidine) for combination with the claimed bromodomain inhibitor — a genuinely short, specific combination-therapy list, not a generic Markush background mention.",Medium,Yes
55910037,UY-36391-A,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic pyrimidine-antagonist list for IDO1-modulating compounds; unrelated core invention.,High,No
45876915,EP-3025715-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapy list for a quinazolinone cancer-treatment compound; unrelated core invention.,High,No
40452461,EP-3067054-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only as one of ~20 antimetabolite options in a broader combination-therapy compound-class claim; unrelated core invention, not singled out.",High,No
49081601,US-9458172-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic chemotherapeutic list for pyridinyl/pyrimidinyl sulfoxide/sulfone derivative compounds; unrelated core invention.,High,No
45976556,AU-2014274564-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a categorized generic anticancer-agent list for fused imidazole IDO-inhibitor compounds; unrelated core invention.,High,No
53175694,US-20160297731-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a categorized generic antimetabolite list for vitamin D analogue compounds; unrelated core invention.,High,No
36999856,EP-1913157-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only as one of many chemotherapeutic-agent options combinable with EGFR inhibitors in an EGFR/KRAS-mutation-prediction patent; unrelated core invention.,High,No
50775615,AU-2012395148-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only in an extremely long categorized generic drug list for hydrophilic linker/ADC conjugation technology; not singled out among the huge payload list, unrelated core invention.",High,No
53523554,US-20160324983-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine (and liposomal form) appear only in a very long generic active-agent list for immunotherapy compositions; unrelated core invention.,High,No
50179606,US-9512130-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a generic chemotherapy list for substituted imidazopyridazine compounds; unrelated core invention.,High,No
47913379,US-9512126-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a generic chemotherapy list for substituted imidazopyridazine compounds (sister patent); unrelated core invention.,High,No
54700553,AU-2015270924-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only as one of ~20 possible drug options in a peptide-drug conjugate Markush claim; not singled out, unrelated core invention.",High,No
50544624,US-9526791-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapy list for pH-responsive peptide/liposome compositions; unrelated core invention.,High,No
44307593,US-20160375021-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only as one of 11 chemotherapeutic-agent options combinable with a protein-deacetylase-inhibitor compound; unrelated core invention.,High,No
43425912,HK-1217338-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a 9-item generic chemotherapeutic-agent list for an anti-CD19 antibody composition; unrelated core invention.,High,No
40229356,EP-3124046-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears among 14 antimetabolite options combinable with a GITR-binding antibody; the dependent claim specifically narrows the preferred antimetabolite to gemcitabine, not cytarabine; unrelated core invention.",High,No
42103392,US-20170035741-A1,Cytarabine,Indirectly Relevant,Yes,No,No,Yes,No,No,No,No,No,,"Claim narrows the second combination agent to a short list of 4 (cytarabine, carboplatin, cisplatin, gemcitabine) plus anti-emetic — a genuinely specific combination-therapy option set, not generic background.",Medium,Yes
40251685,EP-2447272-B1,Cytarabine,Directly Relevant,Yes,No,No,Yes,No,No,No,No,No,,"The invention is a cytidine-deaminase (CDA) inhibitor compound co-formulated/co-administered specifically to protect CDA-substrate antileukemia drugs from degradation; cytarabine (ara-C) is explicitly named as one of 6 CDA-substrate drugs and its CDA-mediated inactivation mechanism is discussed at length in the description as the invention's core rationale — substantively central, not incidental.",High,Yes
41507660,EP-2309990-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only as one of ~25 chemotherapeutic-agent options for drug-loaded polymeric nanoparticles; not singled out, unrelated core invention.",High,No
40110987,EP-2532676-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic cytotoxic-agent list for a protease-regulated antibody; unrelated core invention.,High,No
43984137,US-9636344-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in an extremely long generic chemotherapeutic-agent list for dihydroimidazoquinazoline salt compounds; unrelated core invention.,High,No
35395162,US-9650416-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic chemotherapy list for alpha-v-beta-6 peptide ligand compounds; unrelated core invention.,High,No
33479305,HU-E030772-T2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a generic chemotherapeutic list for immunosuppressant compounds/compositions; unrelated core invention.,High,No
47427291,US-9663510-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapy list for substituted triazolopyridine TTK-inhibitor compounds; unrelated core invention.,High,No
48570009,US-9670202-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapy list for substituted triazolopyridine compounds (sister patent); unrelated core invention.,High,No
44999754,EP-2638043-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapy list for arylaminoalcohol-substituted dihydroimidazoquinoline compounds; unrelated core invention.,High,No
54288110,US-20170174702-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic chemotherapy list for bromodomain-inhibiting compounds; unrelated core invention.,High,No
53267358,US-20170184566-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only in a very long generic chemotherapy list for a patient-response-prediction biomarker method; not specifically about predicting cytarabine response, unrelated core invention.",High,No
54264181,US-9694071-B2,Cytarabine,Indirectly Relevant,Yes,No,No,Yes,No,No,No,No,No,,"Cytarabine is named as a component of the specific historical ""hyperCVAD"" combination chemotherapy regimen, one of several named fixed regimens (CHOP, R-CHOP, hyperCVAD, FCM, etc.) claimed as combinable with an anti-CD20 antibody + PI3K inhibitor; more specific than a generic Markush list.",Medium,Yes
50148520,AU-2013306087-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine (AraC) appears only in a long generic pyrimidine-analogue list for bivalent IAP-protein inhibitor compounds; unrelated core invention.,High,No
42231495,EP-2438442-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only as one of 10 combination-therapy options with a Her-2-targeting (trastuzumab) agent in a P95/Her-2 assay-method patent; not singled out, unrelated core invention.",Medium,No
51165292,AU-2014207716-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine (AraC) appears only in a long generic pyrimidine-analogue list for Bcl-2/Bcl-xL inhibitor compounds; unrelated core invention.,High,No
44999755,EP-2638044-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapy list for alkoxy-substituted dihydroimidazoquinazoline compounds; unrelated core invention.,High,No
58410503,US-20170267660-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a categorized generic antimetabolite list for kinase-modulating compounds; unrelated core invention.,High,No
40097772,US-20170266307-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only as one of ~20 second-therapeutic-agent options in a vascular-disrupting cancer-compound formulation patent; unrelated core invention.,High,No
42027719,EP-3243835-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine (and liposomal/brand-name forms) appear only in an extremely long generic oncology-drug list for albumin variant/conjugate compositions; unrelated core invention.,High,No
49081603,AU-2017254876-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic chemotherapeutic list for amido spirocyclic amide/sulfonamide derivative compounds; unrelated core invention.,High,No
42246002,US-20170361021-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a generic hazardous/cytotoxic agent list for an injection safety system; unrelated core invention.,High,No
44564137,AU-2016200991-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic chemotherapy list for CoQ10 intravenous formulations; unrelated core invention.,High,No
45607741,EP-2673004-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapy list for hydrophobic-modified liver-targeting peptides; unrelated core invention.,High,No
49948284,US-9878052-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapeutic-agent list for targeted immunotherapy compounds; unrelated core invention.,High,No
48979774,US-9890147-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only in an extremely long generic chemotherapy list for 2,3-benzodiazepine compounds; unrelated core invention.",High,No
49551570,EP-3063158-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic active-ingredient list for metallocene anticancer compounds; unrelated core invention.,High,No
44357712,EP-2718436-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic chemotherapy-agent list with brand names for PTEN-mutated cancer treatment materials; unrelated core invention.,High,No
47176369,US-9931408-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only in a long generic cytotoxic-agent list for a bio-orthogonal drug activation (bond-cleavable prodrug) platform; not singled out among many payload options, unrelated core invention.",High,No
32110191,EP-3301114-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a generic antimetabolite list for CA125/O72-binding antibody fusion polypeptides; unrelated core invention.,High,No
51351332,EP-2958564-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic cytotoxic-agent list for PI3-kinase-modulator heteroaromatic compounds; unrelated core invention.,High,No
58796287,AU-2016365366-A1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic chemotherapy list for protein kinase inhibitor compounds; unrelated core invention.,High,No
57113709,US-9975894-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a categorized generic antimetabolite list for heterocyclic compounds; unrelated core invention.,High,No
49160283,EP-3330283-A2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine (and liposomal/brand forms) appear only in an extremely long generic oncology-drug list for albumin variant compositions; unrelated core invention.,High,No
40625343,EP-2217209-B1,Cytarabine,Indirectly Relevant,No,Yes,Yes,No,No,No,No,No,No,,"Dependent claim 6 narrows the anticancer agent to a short 5-item pyrimidine-metabolism antimetabolite list (capecitabine, cytarabine, fluorouracil, floxuridine, gemcitabine) as the specific active agent for the claimed thermosensitive liposome delivery formulation — a genuine drug-delivery technology with cytarabine as one of a small number of specifically claimed embodiments.",Medium,Yes
41278643,EP-2456467-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapy list for epsilon-polylysine conjugate compositions; unrelated core invention.,High,No
52144263,US-10010556-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in an extremely long generic oncology-drug list with brand names for bicyclic bromodomain inhibitor compounds; unrelated core invention.,High,No
57320660,BR-112017024555-A2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a very long generic chemotherapy list for CCR2 modulator compounds; unrelated core invention.,High,No
46513877,BR-112014002219-A2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic pyrimidine-analogue list for p97-antibody conjugates; unrelated core invention.,High,No
41340707,EP-2291199-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Cytarabine appears only as one of several antimetabolite options in a broader categorized drug-class list for pH-sensitive nucleolin-binding liposomes; not singled out among ~10 antimetabolites within a much larger drug-class taxonomy, unrelated core invention.",High,No
48325358,EP-2994153-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long generic chemotherapy list for renal drug-targeting peptide conjugates; unrelated core invention.,High,No
54392771,US-10052307-B2,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in an extremely long generic oncology-drug list for micellar nanocomplex compositions; unrelated core invention.,High,No
40226729,EP-3009148-B1,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only as one of ~20 chemotherapeutic-agent options combinable with a cancer diagnostic/treatment composition; unrelated core invention.,High,No
42372314,AU-2016213880-B2,Cytarabine,Directly Relevant,Yes,No,No,Yes,No,No,No,No,No,,"Title is ""Combination of cytidine-based antineoplastic drugs with cytidine deaminase inhibitors""; cytarabine is explicitly one of the tested cytidine-based drugs, with figures showing its UV spectrum and its levels in the presence of CDA and the claimed CDA-inhibitor compound (ER-876437) — substantively central to the invention, same pattern as EP-2447272-B1 found earlier in this set.",High,Yes
43586756,CA-2770683-C,Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Cytarabine appears only in a long (~30-item) generic anticancer-agent list for vitamin D3 analogues treating alopecia; unrelated core invention.,High,No
