Family_ID,Publication_Numbers,Compound,Relevance_Class,Therapeutic_Application,Formulation,Drug_Delivery,Combination_Therapy,Diagnostic_Application,Manufacturing,Chemical_Modification,Conjugation,Purification_Isolation,Other_Application,Evidence,Confidence,Human_Review
63036509,ES-3002968-T3,Brentuximab vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a very long generic list of antibody drugs as one dosing-combination option for the claimed NLRP3-modulator compounds; unrelated core invention.,High,No
59067911,US-20250134996-A1,Brentuximab_vedotin,Directly Relevant,Yes,No,No,No,No,No,No,No,No,,"Claim 1 specifically defines the eligible patient population as those not responsive to prior brentuximab vedotin treatment, for a nivolumab Hodgkin-lymphoma method -- brentuximab vedotin is a defining element of the claimed therapeutic method.",High,No
59900801,EP-3432905-B1,Brentuximab_vedotin,Indirectly Relevant,No,No,No,Yes,No,No,No,No,No,,"Brentuximab vedotin is one of 4 specifically named chemotherapeutic options (MMAE, brentuximab vedotin, glembatumumab, AGS67E) combinable with the claimed HSV-vector gene therapy for chemo-induced peripheral neuropathy -- a real but non-exclusive combination option, short list not a generic background dump.",Medium,Yes
66182633,US-12429405-B2,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in an extremely long (~150+) generic antibody list illustrating sample types for a mass-spectrometry sample-prep method; unrelated core invention.,High,No
53878794,ES-2978993-T3,Brentuximab vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Brentuximab vedotin named once in background/description among a ~15-item list of FDA-approved and clinical-stage ADCs, as general context for the ADC field; the invention is a Trop-2/CD3 bispecific antibody.",High,No
47682058,EP-2802871-B1,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a long list of biologics as example analytes for a subvisible-particle characterization method; unrelated core invention.,High,No
49483867,ES-2861393-T3,Brentuximab vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Brentuximab vedotin appears only in a ~10-item list of cancer-targeted antibodies usable as the ""immunotherapy"" combined with the claimed bardoxolone methyl derivative.",High,No
55858921,EP-3738611-B1,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a comprehensive background list (~50 items) of known antibody-antigen pairs for a cancer-stem-cell diagnosis/therapy invention; unrelated core invention.,High,No
pub:HK-40120510-A,HK-40120510-A,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same charged-depth-filtration purification invention and Markush antibody list already classified Incidental under family 56802689 (ES-2995985-T3/ES-2964640-T3); this is another family member with the same pattern.,High,No
55701917,ES-2898867-T3,Brentuximab vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a ~15-item list of exemplary monoclonal anticancer antibodies usable in the claimed multispecific-antibody bladder-cancer composition; not the invention itself.,High,No
pub:NZ-728265-B2,NZ-728265-B2,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in an extremely long generic antibody list for an organ-transplant/antibody-therapy method; unrelated core invention.,High,No
63490700,ES-2948287-T3,Brentuximab vedotin,Incidental Mention,No,No,No,Yes(borderline),No,No,No,No,No,,"Brentuximab vedotin is named as an example within the ""ADC"" combination-therapy category (one of 5 therapy classes: chemo/targeted/ADC/immunotherapy/CAR-T) that may be combined with the claimed Bcl-2 inhibitor; more specific than a pure background list but still one example among many, not the focus of the invention.",Medium,Yes
70057223,US-12493019-B2,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in an extremely long (~150+) generic antibody list for a protein-stability-determination method; unrelated core invention.,High,No
50681898,EP-3299019-B1,Brentuximab_vedotin; Cytarabine; Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a long list (~30 items) of combinable kinase inhibitors/antibodies for PI3K-modulator compounds; unrelated core invention.,High,No
69165612,AU-2019396614-A1,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in an extremely long generic antibody list for a protein-concentration-determination method; unrelated core invention.,High,No
46513877,BR-112014002219-A2,Brentuximab_vedotin; Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a very long generic antibody list of candidate cell-binding molecules for P97-conjugate technology; unrelated core invention.,High,No
54264150,EP-4257186-A2,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a ~15-item list of known therapeutic antibodies as example affinity-medicant-conjugate components; unrelated core invention.,High,No
pub:HK-40019879-A,HK-40019879-A,Brentuximab_vedotin; Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a long list (~30 items) of known cancer drugs/biologics as background for a TRAILSHORT-antibody invention; unrelated core invention.,High,No
54241398,EP-3319936-B1,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in an extremely long (~100+) generic drug list for a bridge-linker conjugation-chemistry invention; unrelated core invention.,High,No
58714966,AU-2018268304-B2,Brentuximab_vedotin,Indirectly Relevant,No,No,No,Yes,No,No,No,No,No,,"Claim 17 specifically states the antibody-drug conjugate combined with the claimed anti-SIRPalpha antibody 'is trastuzumab emtansine or brentuximab vedotin' -- one of only two specifically named ADC combination options, not a background list.",Medium,Yes
45840985,US-20150125443-A1,Brentuximab_vedotin; Polatuzumab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in an extremely long generic antibody list for a combined antibody/endoglycosidase therapy invention; unrelated core invention.,High,No
51351332,EP-2958564-B1,Brentuximab_vedotin; Cytarabine; Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Same PI3K-modulator pattern and Markush list as family 50681898; brentuximab vedotin one of ~30 combinable agents, not the invention's focus.",High,No
52396337,US-20180002435-A1,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a ~20-item list of mAb-specific epitopes for a chimeric-antigen-receptor sorting system; unrelated core invention.,High,No
50473801,US-20200376092-A1,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a very long generic antibody list of candidate cell-binding molecules for P97-fragment technology; unrelated core invention.,High,No
63350600,ES-2978396-T3,Brentuximab vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Same ~150+-item generic antibody list as family 63350601, in a sister patent on real-time mass-spectrometry sample preparation; unrelated invention.",High,No
50341876,US-20160166697-A1,Brentuximab_vedotin; Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a long background list (~30 items) of known cancer antibodies for a general cancer-treatment method; unrelated core invention.,High,No
58634582,EP-4046655-A9,Brentuximab_vedotin; Cytarabine,Incidental Mention,No,No,No,Yes,No,No,No,No,No,,"Brentuximab vedotin is one of ~13 chemotherapy/targeted-agent options in a Markush-style combination option for anti-PD-1 antibody use; list length places it closer to generic-list Incidental than a singled-out embodiment, though borderline.",Medium,Yes
66166525,US-12405275-B2,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in an extremely long (~150+) generic antibody list for a trypsin-resistant-polypeptide preparation method; unrelated core invention.,High,No
66949183,IL-275500-B2,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a long list (~40 items) of known immunomodulatory drugs as background for C5aR-inhibitor compounds; unrelated core invention.,High,No
68054774,EP-3773563-A1,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Same C5aR-antagonist pattern and drug list as family 66949183; brentuximab vedotin one of ~40 background examples, not the invention's focus.",High,No
49551134,US-9931359-B2,Brentuximab_vedotin,Incidental Mention,No,No,No,Yes,No,No,No,No,No,,"Brentuximab vedotin is one of 8 named ADCs in a Markush-style list of options for an anti-tumor antibody/drug-conjugate infusion method; a real but generic alternatives list, not a singled-out claim.",Medium,Yes
55077927,HK-1232224-A1,Brentuximab_vedotin; Cytarabine; Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same PI3K/kinase-inhibitor combinable-agent pattern and long Markush list as families 50681898/51351332; brentuximab vedotin not singled out.,High,No
47720472,ES-2806678-T3,Brentuximab vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in an extremely long (~200+) generic list of antibody-class therapeutic proteins the claimed mRNA histone-stem-loop expression platform could encode.,High,No
65001137,AU-2018299536-B2,Brentuximab_vedotin; Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same long combinable-kinase-inhibitor/antibody list pattern as related PI3K-modulator families; brentuximab vedotin not singled out.,High,No
63038706,EP-4632080-A2,Brentuximab_vedotin,Incidental Mention,No,No,No,No,Yes,No,No,No,No,,"Same viral-disease-risk-assessment invention concept as the Directly Relevant family 67874498, but this claim uses a broader ~15-item immunosuppressive-medicament Markush list rather than naming brentuximab vedotin specifically -- list length places it as Incidental despite the related invention, flagged given the nuance.",Medium,Yes
47073382,US-20150272945-A1,Brentuximab_vedotin; Cytarabine; Eribulin_mesylate,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a very long generic chemotherapy-drug list as background for a masitinib patient-subpopulation-selection invention; unrelated core invention.,High,No
59311397,NZ-743923-A,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in an extremely long (200+) generic antibody-name list for a chimeric-proteins/immunotherapy invention; unrelated core invention.,High,No
68982441,EP-4427810-A2,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin is one of ~11 named bridging-chemotherapy options for an adoptive-cell-therapy method; a real but generic alternatives list.,High,No
pub:HK-40003517-B,HK-40003517-B,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same NLRP3-modulator pattern and drug list already classified Incidental under family 63036509 (ES-3002968-T3); this is another family member with the same pattern.,High,No
63350601,ES-2978397-T3,Brentuximab vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in an extremely long (~150+) generic antibody-name list illustrating sample types for the claimed real-time glycan-assay system; unrelated invention (analytical instrumentation).,High,No
57942495,CA-2991868-A1,Brentuximab_vedotin; Cytarabine; Eribulin_mesylate,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin (as brand name Adcetris) appears only in an extremely long (200+) generic cancer-drug-name list for a MSPD2/cancer invention; unrelated core invention.,High,No
77520789,IL-298855-A,Brentuximab_vedotin; Cytarabine; Enfortumab_vedotin + Polatuzumab_vedotin (MULTIPLE),Incidental Mention,No,No,No,No,No,No,No,No,No,,"Brentuximab vedotin is one of 9 named ADCs in a Markush-style list of options for a deoxyuridine-triphosphatase-inhibitor combination-therapy claim; borderline given the shorter list, but still a generic-alternatives format.",Medium,Yes
47624111,EP-2809657-B1,Brentuximab_vedotin; Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a ~25-item list of other therapeutic agents combinable with the claimed novel therapeutic agents; unrelated core invention.,High,No
63407234,US-20200281932-A1,Brentuximab_vedotin; Cytarabine; Trabectedin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in an extremely long generic drug-name list for a copanlisib-formulation invention; unrelated core invention.,High,No
62145906,JP-2020502065-A,Brentuximab_vedotin; Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a long list (~20 items) of known cancer antibodies/drugs as background for a dihydroimidazole-pyrimido-pyrimidine-ketone compound invention; unrelated core invention.,High,No
70005713,WO-2020168156-A1,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same extremely long generic antibody-list pattern as related real-time-assay/sample-prep families (e.g. 66182633); unrelated core invention.,High,No
65955185,IL-277421-A,Brentuximab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin (Adcetris) appears only among ~10 branded biologics listed as examples for a compositions invention; unrelated core invention.,High,No
75686256,IL-292570-A,Brentuximab_vedotin; Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Brentuximab vedotin appears only in a list of known therapeutic antibodies as background for CD73-inhibitor compounds; unrelated core invention.,High,No
pub:IN-201747032980-A,IN-201747032980-A,Brentuximab_vedotin; Cytarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Brentuximab vedotin (Adcetris) is discussed only as prior-art background describing the known CD30-ADC class, for an invention about FLT3-targeted ADCs; not the claimed invention.",High,No
pub:HK-40006091-A,HK-40006091-A,Omega3_carboxylic_acid,Incidental Mention,No,No,No,No,No,No,No,No,No,,Omega-3 carboxylic acid appears only in a long generic list of liver-fibrosis drug candidates/comparators; not the invention's subject.,High,No
50685178,US-12350261-B2,Plitidepsin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Plitidepsin appears only in a ~20-item list of anti-VEGF-related compounds usable in the claimed ocular-disease treatment device; not the invention's focus.,High,No
50239666,EP-2992953-B1,Plitidepsin,Indirectly Relevant,No,No,Yes,No,No,No,No,No,No,,"Claim 11 names plitidepsin as one of only two preferred antitumoral active ingredients (""preferably paclitaxel or plitidepsin"") for the claimed microencapsulation drug-delivery invention.",Medium,Yes
78083570,US-20230218596-A1,Plitidepsin; Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Plitidepsin appears only in a ~25-item list of drugs investigated/mentioned for COVID-19 treatment; the invention is about a neutrophil elastase inhibitor (alvelestat).,High,No
64477081,ES-2711669-A1,Plitidepsin,Indirectly Relevant,No,No,Yes,No,No,No,No,No,No,,Named within a ~60-item list of candidate hydrophobic payloads for a polysialic-acid nanocapsule drug-delivery system; delivery technology explicitly includes it as a named application but does not single it out. (Consistent with the earlier cc=ES screening's classification of this same family.),Medium,Yes
37246305,EP-2074992-A1,Omega3_acid_ethyl_esters,Incidental Mention,No,No,No,No,No,No,No,No,No,,Appears only in a ~15-item list of lipid-lowering agents as one dependent-claim option for a pharmaceutical formulation platform unrelated to it specifically.,High,No
40226045,EP-2172225-B1,Omega3_acid_ethyl_esters,Directly Relevant,No,Yes,Yes,No,No,No,No,No,No,,Omega-3-acid ethyl esters (European Pharmacopoeia formulation) is the specific active-ingredient composition example built into the claimed seamless-capsule drug-delivery invention (claim 5 and throughout description).,High,No
50513493,US-10639308-B2,Omega3_acid_ethyl_esters,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Appears only among several ""other lipid lowering agents"" in a long combination-therapy background list for an sGC-stimulator invention unrelated to it.",High,No
48699862,WO-2013150386-A2,Omega3_acid_ethyl_esters,Directly Relevant,Yes,Yes,No,No,No,No,No,No,No,,"Claim 66 specifically claims the fatty-acid oil mixture as chosen between only two pharmacopeia-defined forms, one being ""European Pharmacopoeia Omega-3 acid Ethyl Esters 60"", for the claimed acne/eczema treatment composition.",Medium,No
45871300,NO-2022039-I1,Enfortumab_vedotin,Directly Relevant,Yes,No,No,No,No,No,No,No,No,,"Norwegian SPC (supplementary protection certificate) filing whose title is exactly ""Enfortumab vedotin"" -- an SPC extends patent term specifically for one marketed drug, so this filing is definitionally about the compound itself despite minimal claim text.",High,No
74494891,AU-2021213421-B2,Enfortumab_vedotin,Directly Relevant,Yes,No,No,No,No,No,No,No,No,,"Claim 2 explicitly recites ""the Nectin-4-binding protein conjugated to an auristatin is enfortumab vedotin"" as the specific claimed therapeutic agent for treating relapsed/progressed urothelial cancer.",High,No
pub:NZ-743923-B2,NZ-743923-B2,Enfortumab_vedotin + Polatuzumab_vedotin (MULTIPLE),Incidental Mention,No,No,No,No,No,No,No,No,No,,Appears only in an extremely long alphabetical list of antibody-class drug names as an example of a chimeric-protein immunotherapy target; unrelated core invention.,High,No
85173151,TW-I834442-B,Enfortumab_vedotin,Indirectly Relevant,No,No,No,Yes,No,No,No,No,No,,Claim 45 names enfortumab vedotin as one of 4 specifically-listed ADC combination-partner options (not a long generic list) for the claimed IKAROS zinc-finger degrader invention.,Medium,Yes
85703921,WO-2023178181-A1,Enfortumab_vedotin,Indirectly Relevant,No,No,No,Yes,No,No,No,No,No,,"Claim 160 names enfortumab vedotin as one of 4 specifically-listed ADC options (sibling filing/continuation of TW-I834442-B, same pattern) for the claimed IKAROS degrader invention.",Medium,Yes
54261107,CA-3069221-A1,Polatuzumab_vedotin,Directly Relevant,Yes,No,No,Yes,No,No,No,No,No,,Same family as ES-2796903-T3 already classified Directly Relevant in the earlier cc=ES screening: claim 1 specifically claims polatuzumab vedotin in combination with rituximab/obinutuzumab and bendamustine for B-cell proliferative disorder.,High,No
52394341,US-11186650-B2,Polatuzumab_vedotin,Directly Relevant,Yes,No,No,Yes,No,No,No,No,No,,"Multiple parallel dependent claims (15, 31, 48, 64, 76) each specifically add ""administering to the subject polatuzumab vedotin"" as an explicit optional combination step of the claimed bispecific-antibody method; specifically and repeatedly named, not a background list.",High,No
39929686,NO-2020020-I1,Polatuzumab_vedotin,Directly Relevant,Yes,No,No,No,No,No,No,No,No,,"Norwegian SPC filing whose title is exactly ""Polatuzumab vedotin"" -- same SPC pattern as the Enfortumab vedotin filing above.",High,No
51587261,IL-249981-B,Polatuzumab_vedotin,Incidental Mention,No,No,No,No,No,No,No,No,No,,Appears only in an extremely long alphabetical antibody-name list as example content for the claimed Fc-receptor-binding pharmaceutical composition; unrelated core invention.,High,No
27052304,LU-91181-I2,Ziconotide,Directly Relevant,Yes,No,No,No,No,No,No,No,No,,"Luxembourg SPC (supplementary protection certificate) filing titled exactly ""Ziconotide... including ziconotide acetate (Prialt)"" -- definitionally about the compound itself.",High,No
pub:AU-2001278045-A1,AU-2001278045-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only as the last item in a ~15-item calcium-channel-blocker list for an unrelated aldosterone-antagonist combination-therapy invention.,High,No
pub:HK-40034124-A,HK-40034124-A,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only in a ~20-item list of peptide active ingredients usable in a generic sustained-release non-aqueous-carrier formulation platform.,High,No
46000314,US-11771695-B2,Eribulin_mesylate; Trabectedin; Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only at the end of a long NSAID/analgesic list for a cannabinoid-receptor-modulator invention unrelated to it.,High,No
56092296,CA-2966358-C,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide is one of ~10 named therapeutic peptides (each with its own SEQ ID) usable as cargo for a generic peptide-fusion-partner production platform; not singled out.,Medium,No
43498493,WO-2011060944-A2,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only in a long list of calcium-channel-blocker examples for a polyunsaturated-fatty-acid-ester capsule formulation invention unrelated to it.,High,No
40732263,EP-3184105-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only in a long list of pain-relief active substances usable in an abuse-resistant pharmaceutical composition platform.,High,No
36037053,EP-1797109-B1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only among ~15 alternative multiple-sclerosis drugs usable alongside a claimed polypeptide-mixture composition.,High,No
40636729,US-8062870-B2,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Ziconotide appears only within an extremely long (100+) alphabetical generic drug-name list, for a prodrug-synthesis chemistry invention unrelated to it.",High,No
56974608,US-12296043-B2,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Ziconotide appears only in a ~25-item analgesic list for a ""Liquisoft capsules"" generic formulation platform.",High,No
37199222,US-20060276626-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide acetate is one of ~10 named peptide-acetate products of a generic peptide-production process; not singled out as the invention's subject.,High,No
48900920,CA-2997282-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only in a long (~30-item) local-anesthetic/analgesic list for a flecainide anti-connexin invention unrelated to it.,High,No
22722582,TN-SN01053-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide (branded Ziconotide(R)) named as an example N-type calcium-channel-antagonist analgesic within a ~15-item analgesic list for a nicotine-receptor-agonist composition claim.,Medium,No
53761914,CA-2950469-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide appears only in a ~10-item calcium-channel-antagonist list for a buspirone-metabolite-use invention unrelated to it.,High,No
40823379,US-20110053848-A1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Ziconotide appears only within a long generic protein/peptide-drug list as an example ""D-H"" component of a generic prodrug-linker-conjugate platform.",High,No
22332446,NZ-505762-A,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide (as code name SNX-111) named as one of ~6 reference compounds in a celecoxib-composition-dosage patent; not the invention's subject.,High,No
39402350,AU-2007319657-B9,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Ziconotide appears only in an extremely long alphabetical registry-style list of biologic/company drug names, for a glycerol-linked pegylated-sugar invention unrelated to it.",High,No
43332838,MA-35576-B1,Ziconotide,Incidental Mention,No,No,No,No,No,No,No,No,No,,Ziconotide named as the example N-type calcium-channel blocker within a multi-class background list of pain-pathway drug classes; not a claimed embodiment.,High,No
74187564,US-20210177802-A1,Eribulin_mesylate,Directly Relevant,Yes,No,Yes,Yes,No,No,No,No,No,,Claims specifically require a liposomal composition of eribulin/eribulin mesylate combined with a PD-1 antagonist for treating specific tumor types.,High,No
pub:IN-349478-B,IN-349478-B,Eribulin_mesylate,Directly Relevant,No,No,No,No,No,Yes,Yes,No,No,,Claims are specifically a method of preparing an intermediate in the synthesis of eribulin (macrocyclization reaction).,High,No
60159748,US-20190111022-A1,Eribulin_mesylate,Directly Relevant,Yes,Yes,Yes,No,No,No,No,No,No,,Claims specifically require a liposome composition comprising eribulin/eribulin mesylate for inhibiting tumor growth across a defined list of cancers.,High,No
51210708,CA-2915005-C,Eribulin_mesylate,Directly Relevant,Yes,No,No,Yes,No,No,No,No,No,,"Title and claim 1 are specifically ""Use of eribulin and lenvatinib as combination therapy for treatment of cancer""; eribulin mesylate specifically claimed.",High,No
50189819,AU-2014200717-A1,Eribulin_mesylate,Directly Relevant,No,Yes,Yes,No,No,Yes,No,No,No,,Claims specifically require a liposome composition containing eribulin/eribulin mesylate and its method of manufacture.,High,No
